year,city,n
2016,Corum,2
2016,Denizli,7
2016,Diyarbakir,6
2016,Duzce,2
2016,Edirne,4
2016,Elazig,6
2016,Erzincan,0
2016,Erzurum,1
2016,Eskisehir,12
2016,Gaziantep,12
2016,Giresun,5
2016,Gumushane,1
2016,Hakkari,2
2016,Hatay,11
2016,Igdir,2
2016,Isparta,4
2016,Istanbul,201
2016,Izmir,62
2016,Kahramanmaras,4
2016,Karabuk,4
2016,Karaman,2
2016,Kars,2
2016,Kastamonu,5
2016,Kayseri,11
2016,Kilis,2
2016,Kirikkale,1
2016,Kirklareli,4
2016,Kirsehir,1
2016,Kocaeli,14
2016,Konya,13
2016,Kutahya,3
2016,Malatya,11
2016,Manisa,7
2016,Mardin,2
2016,Mersin,14
2016,Mugla,11
2016,Mus,2
2016,Nevsehir,4
2016,Nigde,1
2016,Ordu,9
2016,Osmaniye,4
2016,Rize,5
2016,Sakarya,7
2016,Samsun,7
2016,Sanliurfa,3
2016,Siirt,2
2016,Sinop,5
2016,Sirnak,0
2016,Sivas,3
2016,Tekirdag,8
2016,Tokat,2
2016,Trabzon,16
2016,Tunceli,4
2016,Usak,2
2016,Van,1
2016,Yalova,2
2016,Yozgat,4
2016,Zonguldak,11
2016,,NA
