type,year,city,n
Yerli,2010,Bolu,4910
Yerli,2010,Burdur,0
Yerli,2010,Bursa,130519
Yerli,2010,Canakkale,0
Yerli,2010,Cankiri,0
Yerli,2010,Corum,4256
Yerli,2010,Denizli,17530
Yerli,2010,Diyarbakir,36748
Yerli,2010,Duzce,16470
Yerli,2010,Edirne,0
Yerli,2010,Elazig,10550
Yerli,2010,Erzincan,1000
Yerli,2010,Erzurum,25653
Yerli,2010,Eskisehir,77588
Yerli,2010,Gaziantep,16599
Yerli,2010,Giresun,7047
Yerli,2010,Gumushane,0
Yerli,2010,Hakkari,2000
Yerli,2010,Hatay,27274
Yerli,2010,Igdir,1400
Yerli,2010,Isparta,0
Yerli,2010,Istanbul,1579942
Yerli,2010,Izmir,308414
Yerli,2010,Kahramanmaras,2832
Yerli,2010,Karabuk,4130
Yerli,2010,Karaman,0
Yerli,2010,Kars,2630
Yerli,2010,Kastamonu,0
Yerli,2010,Kayseri,13278
Yerli,2010,Kilis,0
Yerli,2010,Kirikkale,7944
Yerli,2010,Kirklareli,8960
Yerli,2010,Kirsehir,15440
Yerli,2010,Kocaeli,79251
Yerli,2010,Konya,65176
Yerli,2010,Kutahya,5362
Yerli,2010,Malatya,3710
Yerli,2010,Manisa,55955
Yerli,2010,Mardin,3550
Yerli,2010,Mersin,5600
Yerli,2010,Mugla,39000
Yerli,2010,Mus,0
Yerli,2010,Nevsehir,11045
